index,path,prediction
52,D:/CS4243_miniproj/captcha_img/test/0v4o0p-0.png,0vzo0p
53,D:/CS4243_miniproj/captcha_img/test/0vug13-0.png,qvu613
54,D:/CS4243_miniproj/captcha_img/test/0w0pankd-0.png,0w0pankd
55,D:/CS4243_miniproj/captcha_img/test/0wcz1w-0.png,owcz7w
56,D:/CS4243_miniproj/captcha_img/test/0wla-0.png,bw1a
57,D:/CS4243_miniproj/captcha_img/test/0wy4otel-0.png,0wyd0tel
58,D:/CS4243_miniproj/captcha_img/test/0yoxyw5-0.png,0y0xyw5
59,D:/CS4243_miniproj/captcha_img/test/11nm-0.png,11nm
60,D:/CS4243_miniproj/captcha_img/test/1324mrg-0.png,1324mrg
61,D:/CS4243_miniproj/captcha_img/test/13be3kf-0.png,l3be3f
62,D:/CS4243_miniproj/captcha_img/test/13bsgn2-0.png,18cnqu2
63,D:/CS4243_miniproj/captcha_img/test/13v4msh-0.png,13v4msh
64,D:/CS4243_miniproj/captcha_img/test/13xy-0.png,i3xy
65,D:/CS4243_miniproj/captcha_img/test/153tt0-0.png,js3nd
66,D:/CS4243_miniproj/captcha_img/test/17z8030-0.png,i7z8030
67,D:/CS4243_miniproj/captcha_img/test/18gg-0.png,18cg
68,D:/CS4243_miniproj/captcha_img/test/19hz-0.png,79hz
69,D:/CS4243_miniproj/captcha_img/test/1asdyrv-0.png,1asdyrv
70,D:/CS4243_miniproj/captcha_img/test/1avc-0.png,1avc
71,D:/CS4243_miniproj/captcha_img/test/1awqu-0.png,tawqu
72,D:/CS4243_miniproj/captcha_img/test/1bu55hc-0.png,1bu55hc
73,D:/CS4243_miniproj/captcha_img/test/1c3bi3zm-0.png,1c3bx3zm
74,D:/CS4243_miniproj/captcha_img/test/1cfa40wy-0.png,1cfa40wy
75,D:/CS4243_miniproj/captcha_img/test/1ctc5l-0.png,icicw
76,D:/CS4243_miniproj/captcha_img/test/1dhcacd-0.png,1dhcacd
77,D:/CS4243_miniproj/captcha_img/test/1dy0p-0.png,1dy0d
78,D:/CS4243_miniproj/captcha_img/test/1e1qxwyz-0.png,1e5qxwy
79,D:/CS4243_miniproj/captcha_img/test/1ed0i9xz-0.png,1ed0i9xz
80,D:/CS4243_miniproj/captcha_img/test/1ewgub4-0.png,lew6ub4
81,D:/CS4243_miniproj/captcha_img/test/1ewq-0.png,jewo
82,D:/CS4243_miniproj/captcha_img/test/1fh4thm-0.png,ifh4thm
83,D:/CS4243_miniproj/captcha_img/test/1gbu5qus-0.png,1gbu5qus
84,D:/CS4243_miniproj/captcha_img/test/1ghx0spj-0.png,ighxqspj
85,D:/CS4243_miniproj/captcha_img/test/1hiqbpx3-0.png,thqbrx3
86,D:/CS4243_miniproj/captcha_img/test/1imwt-0.png,1imwt
87,D:/CS4243_miniproj/captcha_img/test/1irn-0.png,1iam
88,D:/CS4243_miniproj/captcha_img/test/1iwe-0.png,iiwe
89,D:/CS4243_miniproj/captcha_img/test/1j2xhu-0.png,1j2xhu
90,D:/CS4243_miniproj/captcha_img/test/1k94-0.png,ix9y
91,D:/CS4243_miniproj/captcha_img/test/1kfm-0.png,1hfe
92,D:/CS4243_miniproj/captcha_img/test/1ku9bzoy-0.png,1ku9bzoy
93,D:/CS4243_miniproj/captcha_img/test/1mrffz-0.png,lmrffz
94,D:/CS4243_miniproj/captcha_img/test/1mwa-0.png,1mwa
95,D:/CS4243_miniproj/captcha_img/test/1nyd-0.png,inyd
96,D:/CS4243_miniproj/captcha_img/test/1o5kcof-0.png,1o5kcof
97,D:/CS4243_miniproj/captcha_img/test/1ozltu-0.png,0o2ltu
98,D:/CS4243_miniproj/captcha_img/test/1qp4885m-0.png,1qp4b86m
99,D:/CS4243_miniproj/captcha_img/test/1rhud8rx-0.png,1ph0d8rx
100,D:/CS4243_miniproj/captcha_img/test/1sil9-0.png,7silm
101,D:/CS4243_miniproj/captcha_img/test/1tyn-0.png,119n
102,D:/CS4243_miniproj/captcha_img/test/1u81r-0.png,98qe
103,D:/CS4243_miniproj/captcha_img/test/1ulul-0.png,1ulul
104,D:/CS4243_miniproj/captcha_img/test/1wu0cul-0.png,1wvocul
105,D:/CS4243_miniproj/captcha_img/test/1x44n7nx-0.png,jt44s7vj
106,D:/CS4243_miniproj/captcha_img/test/1x8ljpi-0.png,tv8ljpi
107,D:/CS4243_miniproj/captcha_img/test/1xut0w4-0.png,lxut0w4
108,D:/CS4243_miniproj/captcha_img/test/1zcg2o-0.png,zc60
109,D:/CS4243_miniproj/captcha_img/test/20ka8wmo-0.png,20ka8wno
110,D:/CS4243_miniproj/captcha_img/test/21iyxsn-0.png,211yksn
111,D:/CS4243_miniproj/captcha_img/test/21z1y-0.png,2iz1y
112,D:/CS4243_miniproj/captcha_img/test/220ofgki-0.png,220ofoxi
113,D:/CS4243_miniproj/captcha_img/test/23osam-0.png,23osam
114,D:/CS4243_miniproj/captcha_img/test/24idbq3f-0.png,24iobq3f
115,D:/CS4243_miniproj/captcha_img/test/24y0s85-0.png,24yo535
116,D:/CS4243_miniproj/captcha_img/test/265qfy-0.png,265qfy
117,D:/CS4243_miniproj/captcha_img/test/26pw3-0.png,26pw3
118,D:/CS4243_miniproj/captcha_img/test/273u-0.png,b79u
119,D:/CS4243_miniproj/captcha_img/test/27hibrae-0.png,27kibrae
120,D:/CS4243_miniproj/captcha_img/test/29bgk-0.png,29bgk
121,D:/CS4243_miniproj/captcha_img/test/29or-0.png,2mor
122,D:/CS4243_miniproj/captcha_img/test/2aidl-0.png,2aidl
123,D:/CS4243_miniproj/captcha_img/test/2bdh-0.png,2bdh
124,D:/CS4243_miniproj/captcha_img/test/2bjj1pos-0.png,2bjj1pm9
125,D:/CS4243_miniproj/captcha_img/test/2c5ol-0.png,2cjoi
126,D:/CS4243_miniproj/captcha_img/test/2cteaog-0.png,2cteaog
127,D:/CS4243_miniproj/captcha_img/test/2d0qj-0.png,2doqj
128,D:/CS4243_miniproj/captcha_img/test/2d76-0.png,2d76
129,D:/CS4243_miniproj/captcha_img/test/2ennujkj-0.png,2ennujkj
130,D:/CS4243_miniproj/captcha_img/test/2flvu7n-0.png,2flvv7n
131,D:/CS4243_miniproj/captcha_img/test/2fxu0s-0.png,2fxu0s
132,D:/CS4243_miniproj/captcha_img/test/2fyohm-0.png,zfyohm
133,D:/CS4243_miniproj/captcha_img/test/2gbiw7-0.png,2gbiw7
134,D:/CS4243_miniproj/captcha_img/test/2gquin1i-0.png,2gquinii
135,D:/CS4243_miniproj/captcha_img/test/2gslhci-0.png,2gs1hci
136,D:/CS4243_miniproj/captcha_img/test/2iulzl-0.png,2iulzl
137,D:/CS4243_miniproj/captcha_img/test/2k1xlp-0.png,2k1xlp
138,D:/CS4243_miniproj/captcha_img/test/2m1qu1e4-0.png,2m1quei
139,D:/CS4243_miniproj/captcha_img/test/2mo9qj39-0.png,2m09qj39
140,D:/CS4243_miniproj/captcha_img/test/2mvjsa-0.png,2mvjsa
141,D:/CS4243_miniproj/captcha_img/test/2n2it3lx-0.png,2n2it3lk
142,D:/CS4243_miniproj/captcha_img/test/2njlt4-0.png,7njity
143,D:/CS4243_miniproj/captcha_img/test/2o6f-0.png,206f
144,D:/CS4243_miniproj/captcha_img/test/2oa73-0.png,2oq73
145,D:/CS4243_miniproj/captcha_img/test/2oy2f9-0.png,zayrr9
146,D:/CS4243_miniproj/captcha_img/test/2p6wwybk-0.png,2p6wwybk
147,D:/CS4243_miniproj/captcha_img/test/2q9zjsun-0.png,qzjsun
148,D:/CS4243_miniproj/captcha_img/test/2qhqtv2-0.png,2qhqtv2
149,D:/CS4243_miniproj/captcha_img/test/2rs4jvyr-0.png,2rs4juyr
150,D:/CS4243_miniproj/captcha_img/test/2sp9gvbi-0.png,2sp9gvbi
151,D:/CS4243_miniproj/captcha_img/test/2sxkz2vj-0.png,2sxkz2vj
152,D:/CS4243_miniproj/captcha_img/test/2t02x-0.png,2t02x
153,D:/CS4243_miniproj/captcha_img/test/2txh8-0.png,2txh8
154,D:/CS4243_miniproj/captcha_img/test/2tyw3-0.png,erywk
155,D:/CS4243_miniproj/captcha_img/test/2u6t6-0.png,ze6t6
156,D:/CS4243_miniproj/captcha_img/test/2v2n13je-0.png,zv2n13je
157,D:/CS4243_miniproj/captcha_img/test/2vapwy-0.png,2vapwy
158,D:/CS4243_miniproj/captcha_img/test/2w02hmo-0.png,2wo2rmd
159,D:/CS4243_miniproj/captcha_img/test/2x7qps0-0.png,ax7qps0
160,D:/CS4243_miniproj/captcha_img/test/2y11w-0.png,2y11w
161,D:/CS4243_miniproj/captcha_img/test/2y43vf-0.png,2y1auf
162,D:/CS4243_miniproj/captcha_img/test/2ybig03-0.png,2ybigc3
163,D:/CS4243_miniproj/captcha_img/test/2yjiz-0.png,2tjiz
164,D:/CS4243_miniproj/captcha_img/test/2yjoie-0.png,6yj0ie
165,D:/CS4243_miniproj/captcha_img/test/2yqdk-0.png,2yqdk
166,D:/CS4243_miniproj/captcha_img/test/2zkfhs1n-0.png,2zkfhs1n
167,D:/CS4243_miniproj/captcha_img/test/2zs3-0.png,2zs3
168,D:/CS4243_miniproj/captcha_img/test/30rju0c-0.png,30rju0c
169,D:/CS4243_miniproj/captcha_img/test/30znefk-0.png,301nefk
170,D:/CS4243_miniproj/captcha_img/test/31qyiq-0.png,31qyiq
171,D:/CS4243_miniproj/captcha_img/test/327gm-0.png,327gm
172,D:/CS4243_miniproj/captcha_img/test/32evcjk8-0.png,32eyegke
173,D:/CS4243_miniproj/captcha_img/test/32llr-0.png,32llr
174,D:/CS4243_miniproj/captcha_img/test/33yxl-0.png,xxuxl
175,D:/CS4243_miniproj/captcha_img/test/345ar-0.png,345ar
176,D:/CS4243_miniproj/captcha_img/test/35av6-0.png,3sav6
177,D:/CS4243_miniproj/captcha_img/test/36ev8oj-0.png,36av8o1
178,D:/CS4243_miniproj/captcha_img/test/379cfumx-0.png,379cfumx
179,D:/CS4243_miniproj/captcha_img/test/386h7-0.png,366h7
180,D:/CS4243_miniproj/captcha_img/test/38v2mv-0.png,3by2my
181,D:/CS4243_miniproj/captcha_img/test/39fyn9-0.png,39fyn9
182,D:/CS4243_miniproj/captcha_img/test/39uww47-0.png,39uww47
183,D:/CS4243_miniproj/captcha_img/test/3aa8-0.png,3oa8
184,D:/CS4243_miniproj/captcha_img/test/3aut4-0.png,3aut4
185,D:/CS4243_miniproj/captcha_img/test/3b84c7sq-0.png,9b84e7sq
186,D:/CS4243_miniproj/captcha_img/test/3easf-0.png,qowf
187,D:/CS4243_miniproj/captcha_img/test/3eo06-0.png,3d416
188,D:/CS4243_miniproj/captcha_img/test/3eyys-0.png,3eyys
189,D:/CS4243_miniproj/captcha_img/test/3flp3ljj-0.png,3flp31li
190,D:/CS4243_miniproj/captcha_img/test/3fv5o-0.png,3fv5o
191,D:/CS4243_miniproj/captcha_img/test/3g34h-0.png,3g34h
192,D:/CS4243_miniproj/captcha_img/test/3g79jlr-0.png,3g79jlr
193,D:/CS4243_miniproj/captcha_img/test/3ho9-0.png,3ho9
194,D:/CS4243_miniproj/captcha_img/test/3ia0oel-0.png,3o0oel
195,D:/CS4243_miniproj/captcha_img/test/3ido1q0-0.png,3ido1q0
196,D:/CS4243_miniproj/captcha_img/test/3ii4-0.png,3it4
197,D:/CS4243_miniproj/captcha_img/test/3j61hli-0.png,3j61rl1
198,D:/CS4243_miniproj/captcha_img/test/3lsrj-0.png,3lsrj
199,D:/CS4243_miniproj/captcha_img/test/3ltl6jon-0.png,3ltl6j0n
200,D:/CS4243_miniproj/captcha_img/test/3m22-0.png,3m22
201,D:/CS4243_miniproj/captcha_img/test/3mlhaz-0.png,3mvhp
202,D:/CS4243_miniproj/captcha_img/test/3mtklt8z-0.png,3mtkjt8z
203,D:/CS4243_miniproj/captcha_img/test/3n6o-0.png,3n60
204,D:/CS4243_miniproj/captcha_img/test/3nnz7pka-0.png,3nnz7qva
205,D:/CS4243_miniproj/captcha_img/test/3nw0pr-0.png,3nw0pr
206,D:/CS4243_miniproj/captcha_img/test/3ov5w-0.png,3ovsw
207,D:/CS4243_miniproj/captcha_img/test/3psc-0.png,3psc
208,D:/CS4243_miniproj/captcha_img/test/3q9kl33x-0.png,3q3kl33x
209,D:/CS4243_miniproj/captcha_img/test/3r677-0.png,3r677
210,D:/CS4243_miniproj/captcha_img/test/3s10de-0.png,3sl0dc
211,D:/CS4243_miniproj/captcha_img/test/3sfzj-0.png,3sf2j
212,D:/CS4243_miniproj/captcha_img/test/3smh1i-0.png,3smh1i
213,D:/CS4243_miniproj/captcha_img/test/3v02-0.png,3v02
214,D:/CS4243_miniproj/captcha_img/test/3v1p-0.png,3v1p
215,D:/CS4243_miniproj/captcha_img/test/3vslm-0.png,3vslm
216,D:/CS4243_miniproj/captcha_img/test/3w4cxb4-0.png,3w4cxb4
217,D:/CS4243_miniproj/captcha_img/test/3wif-0.png,ju
218,D:/CS4243_miniproj/captcha_img/test/3wpp-0.png,3wpp
219,D:/CS4243_miniproj/captcha_img/test/3y9sdh-0.png,3y9sdh
220,D:/CS4243_miniproj/captcha_img/test/3ymdwwi-0.png,3ymdwwi
221,D:/CS4243_miniproj/captcha_img/test/3yyklwn-0.png,3yyhlwm
222,D:/CS4243_miniproj/captcha_img/test/3za8zi-0.png,3za8zi
223,D:/CS4243_miniproj/captcha_img/test/40q5v7l2-0.png,40q5v7i2
224,D:/CS4243_miniproj/captcha_img/test/41kb-0.png,41hr
225,D:/CS4243_miniproj/captcha_img/test/42fs-0.png,42fs
226,D:/CS4243_miniproj/captcha_img/test/42g6nr0-0.png,42g6nao
227,D:/CS4243_miniproj/captcha_img/test/438j245-0.png,438j2y5
228,D:/CS4243_miniproj/captcha_img/test/43uquhed-0.png,43uquhed
229,D:/CS4243_miniproj/captcha_img/test/45weu-0.png,45wev
230,D:/CS4243_miniproj/captcha_img/test/47v30-0.png,33v32
231,D:/CS4243_miniproj/captcha_img/test/48nd6j-0.png,48nd6j
232,D:/CS4243_miniproj/captcha_img/test/48qgg4t-0.png,48q6g4t
233,D:/CS4243_miniproj/captcha_img/test/4943m-0.png,4943m
234,D:/CS4243_miniproj/captcha_img/test/49uqb-0.png,49uqd
235,D:/CS4243_miniproj/captcha_img/test/4azbsnf4-0.png,4qz8snf4
236,D:/CS4243_miniproj/captcha_img/test/4b3eze4x-0.png,fbjezc1x
237,D:/CS4243_miniproj/captcha_img/test/4bsoa-0.png,4bsoa
238,D:/CS4243_miniproj/captcha_img/test/4bvb5-0.png,4bvb5
239,D:/CS4243_miniproj/captcha_img/test/4bzcur8r-0.png,4gzcur8r
240,D:/CS4243_miniproj/captcha_img/test/4cjt-0.png,4cjt
241,D:/CS4243_miniproj/captcha_img/test/4cyx-0.png,4cyx
242,D:/CS4243_miniproj/captcha_img/test/4d6ddrc-0.png,4d6ddrc
243,D:/CS4243_miniproj/captcha_img/test/4dbe-0.png,4dee
244,D:/CS4243_miniproj/captcha_img/test/4drah-0.png,aqrah
245,D:/CS4243_miniproj/captcha_img/test/4dxxn2-0.png,4dxxn2
246,D:/CS4243_miniproj/captcha_img/test/4dzwx-0.png,ydrw1
247,D:/CS4243_miniproj/captcha_img/test/4eb0ys-0.png,4eb0ys
248,D:/CS4243_miniproj/captcha_img/test/4edetz3-0.png,4edetz3
249,D:/CS4243_miniproj/captcha_img/test/4esp-0.png,4cu0
250,D:/CS4243_miniproj/captcha_img/test/4eyb0-0.png,0eyb1
251,D:/CS4243_miniproj/captcha_img/test/4fxwgg4-0.png,4fxwgg4
252,D:/CS4243_miniproj/captcha_img/test/4g453z3p-0.png,4g45323p
253,D:/CS4243_miniproj/captcha_img/test/4gbj3dq-0.png,4ybj3dg
254,D:/CS4243_miniproj/captcha_img/test/4ggz8z-0.png,qgzz6z
255,D:/CS4243_miniproj/captcha_img/test/4hdb-0.png,4hdb
256,D:/CS4243_miniproj/captcha_img/test/4hjvpr-0.png,4hjvpr
257,D:/CS4243_miniproj/captcha_img/test/4howdgcj-0.png,4hendgcs
258,D:/CS4243_miniproj/captcha_img/test/4hqru-0.png,4hqru
259,D:/CS4243_miniproj/captcha_img/test/4hty698-0.png,4htv69b
260,D:/CS4243_miniproj/captcha_img/test/4hycg-0.png,yhytg
261,D:/CS4243_miniproj/captcha_img/test/4ina3nwq-0.png,4inq3nwq
262,D:/CS4243_miniproj/captcha_img/test/4jyag-0.png,4syag
263,D:/CS4243_miniproj/captcha_img/test/4khjkei-0.png,whixe
264,D:/CS4243_miniproj/captcha_img/test/4kw6xv-0.png,4kw6xv
265,D:/CS4243_miniproj/captcha_img/test/4lg11-0.png,4lg11
266,D:/CS4243_miniproj/captcha_img/test/4ll943lc-0.png,419v3lc
267,D:/CS4243_miniproj/captcha_img/test/4mby0ex-0.png,4mby0ex
268,D:/CS4243_miniproj/captcha_img/test/4n3bk-0.png,11it
269,D:/CS4243_miniproj/captcha_img/test/4n6z-0.png,4n6z
270,D:/CS4243_miniproj/captcha_img/test/4ni1kw-0.png,tniikw
271,D:/CS4243_miniproj/captcha_img/test/4nt8w-0.png,4nt8w
272,D:/CS4243_miniproj/captcha_img/test/4o2pd-0.png,4o2pd
273,D:/CS4243_miniproj/captcha_img/test/4o2s-0.png,4c2s
274,D:/CS4243_miniproj/captcha_img/test/4ofpfnr-0.png,4ofpfnr
275,D:/CS4243_miniproj/captcha_img/test/4orw5-0.png,4otw5
276,D:/CS4243_miniproj/captcha_img/test/4otur3lm-0.png,40tur3lm
277,D:/CS4243_miniproj/captcha_img/test/4ox0xwz-0.png,4ox0xwz
278,D:/CS4243_miniproj/captcha_img/test/4ozs1-0.png,40zs1
279,D:/CS4243_miniproj/captcha_img/test/4pz2t1zb-0.png,4pz2t1zb
280,D:/CS4243_miniproj/captcha_img/test/4rlub61-0.png,4rjc661
281,D:/CS4243_miniproj/captcha_img/test/4sc9-0.png,asc9
282,D:/CS4243_miniproj/captcha_img/test/4sotv-0.png,4sotv
283,D:/CS4243_miniproj/captcha_img/test/4vzdt-0.png,4vzdt
284,D:/CS4243_miniproj/captcha_img/test/4w2d1-0.png,4w2d1
285,D:/CS4243_miniproj/captcha_img/test/4wqu-0.png,4wqu
286,D:/CS4243_miniproj/captcha_img/test/4y8s0ox-0.png,4y8soox
287,D:/CS4243_miniproj/captcha_img/test/4zr0ay-0.png,4v0ay
288,D:/CS4243_miniproj/captcha_img/test/505bfqaw-0.png,s05bf4mv
289,D:/CS4243_miniproj/captcha_img/test/51tm1m-0.png,51tm1m
290,D:/CS4243_miniproj/captcha_img/test/52cr-0.png,52c
291,D:/CS4243_miniproj/captcha_img/test/5541y-0.png,5541y
292,D:/CS4243_miniproj/captcha_img/test/56zqhv-0.png,5bz2hv
293,D:/CS4243_miniproj/captcha_img/test/57aktxh-0.png,57aklxh
294,D:/CS4243_miniproj/captcha_img/test/57l7ozfm-0.png,37l70zfm
295,D:/CS4243_miniproj/captcha_img/test/57mwra-0.png,57mwrq
296,D:/CS4243_miniproj/captcha_img/test/57z6amy5-0.png,57z6amv5
297,D:/CS4243_miniproj/captcha_img/test/58vxyzo-0.png,58vxyzd
298,D:/CS4243_miniproj/captcha_img/test/59cjavrg-0.png,59cjavrg
299,D:/CS4243_miniproj/captcha_img/test/5ao2-0.png,5ao2
300,D:/CS4243_miniproj/captcha_img/test/5ax4gqv8-0.png,5ax4gqv8
301,D:/CS4243_miniproj/captcha_img/test/5bsl06-0.png,4u9ju6
302,D:/CS4243_miniproj/captcha_img/test/5buf-0.png,5buf
303,D:/CS4243_miniproj/captcha_img/test/5bv9m-0.png,5bv9m
304,D:/CS4243_miniproj/captcha_img/test/5d7659-0.png,bd7ob9
305,D:/CS4243_miniproj/captcha_img/test/5dhl0wds-0.png,gdhiqwds
306,D:/CS4243_miniproj/captcha_img/test/5e8nthfj-0.png,s5e8n1hf
307,D:/CS4243_miniproj/captcha_img/test/5ew8rwby-0.png,5ew8rwby
308,D:/CS4243_miniproj/captcha_img/test/5fh6qvjv-0.png,5fh6qv5u
309,D:/CS4243_miniproj/captcha_img/test/5fx3r3h-0.png,5ix363b
310,D:/CS4243_miniproj/captcha_img/test/5g3zxw6n-0.png,5gjzxh6n
311,D:/CS4243_miniproj/captcha_img/test/5gnom-0.png,5gnam
312,D:/CS4243_miniproj/captcha_img/test/5gxru5c-0.png,sgxrusc
313,D:/CS4243_miniproj/captcha_img/test/5gz2f-0.png,sg27f
314,D:/CS4243_miniproj/captcha_img/test/5hquho-0.png,5hquho
315,D:/CS4243_miniproj/captcha_img/test/5ipve-0.png,sipve
316,D:/CS4243_miniproj/captcha_img/test/5iyp-0.png,5tyv
317,D:/CS4243_miniproj/captcha_img/test/5kag-0.png,5bau
318,D:/CS4243_miniproj/captcha_img/test/5klh-0.png,sklh
319,D:/CS4243_miniproj/captcha_img/test/5lqfxb-0.png,5lafxb
320,D:/CS4243_miniproj/captcha_img/test/5mi1hb-0.png,5mi1hb
321,D:/CS4243_miniproj/captcha_img/test/5nkkc244-0.png,5nhkc244
322,D:/CS4243_miniproj/captcha_img/test/5ns95-0.png,5ns95
323,D:/CS4243_miniproj/captcha_img/test/5oqszg-0.png,5qq9zg
324,D:/CS4243_miniproj/captcha_img/test/5qktumj-0.png,5qkrumj
325,D:/CS4243_miniproj/captcha_img/test/5qzyntfq-0.png,5qzyntfq
326,D:/CS4243_miniproj/captcha_img/test/5rc37-0.png,5r3
327,D:/CS4243_miniproj/captcha_img/test/5rnv1ah1-0.png,5xnv1ah1
328,D:/CS4243_miniproj/captcha_img/test/5rrvmra-0.png,5rrvmra
329,D:/CS4243_miniproj/captcha_img/test/5ry4908-0.png,5ry4908
330,D:/CS4243_miniproj/captcha_img/test/5u24m-0.png,5u24m
331,D:/CS4243_miniproj/captcha_img/test/5u5bn-0.png,rvusbn
332,D:/CS4243_miniproj/captcha_img/test/5u6kf9x-0.png,5qgkf9x
333,D:/CS4243_miniproj/captcha_img/test/5umc-0.png,5uwc
334,D:/CS4243_miniproj/captcha_img/test/5unc7-0.png,sunc7
335,D:/CS4243_miniproj/captcha_img/test/5unrn-0.png,yuktn
336,D:/CS4243_miniproj/captcha_img/test/5unt2o-0.png,5unt2o
337,D:/CS4243_miniproj/captcha_img/test/5wqfn9sb-0.png,5uqfn9gb
338,D:/CS4243_miniproj/captcha_img/test/5x53y583-0.png,5x53y5e3
339,D:/CS4243_miniproj/captcha_img/test/5xdkm-0.png,5xdkm
340,D:/CS4243_miniproj/captcha_img/test/5xg9-0.png,5xg9
341,D:/CS4243_miniproj/captcha_img/test/5xnhd3u-0.png,6mmhd3u
342,D:/CS4243_miniproj/captcha_img/test/5yr6km-0.png,5yr6km
343,D:/CS4243_miniproj/captcha_img/test/5z4z-0.png,5z42
344,D:/CS4243_miniproj/captcha_img/test/5z6pplh4-0.png,zjtppp
345,D:/CS4243_miniproj/captcha_img/test/5z9sa-0.png,3z9sa
346,D:/CS4243_miniproj/captcha_img/test/5zlui1t-0.png,5zlui1t
347,D:/CS4243_miniproj/captcha_img/test/6046f2bl-0.png,6o46q2b1
348,D:/CS4243_miniproj/captcha_img/test/60dmyc0q-0.png,60dmyc0q
349,D:/CS4243_miniproj/captcha_img/test/60rk8nk7-0.png,60rk8nk7
350,D:/CS4243_miniproj/captcha_img/test/61mxp8b-0.png,61mxpab
351,D:/CS4243_miniproj/captcha_img/test/62h2rq-0.png,62h2rq
352,D:/CS4243_miniproj/captcha_img/test/63xk-0.png,63xk
353,D:/CS4243_miniproj/captcha_img/test/63zdn-0.png,63zdn
354,D:/CS4243_miniproj/captcha_img/test/64alz-0.png,64alz
355,D:/CS4243_miniproj/captcha_img/test/64o042-0.png,640q42
