,path,prediction
48,D:/CS4243_miniproj/captcha_img/test\o83hedx-0.png,ppwwwpm
49,D:/CS4243_miniproj/captcha_img/test\chs21-0.png,7wuwu
50,D:/CS4243_miniproj/captcha_img/test\2gslhci-0.png,owwwwmw
51,D:/CS4243_miniproj/captcha_img/test\u4j8el8-0.png,hwwpwww
52,D:/CS4243_miniproj/captcha_img/test\p312u-0.png,pwpwm
53,D:/CS4243_miniproj/captcha_img/test\qex8-0.png,wwwwwwww
54,D:/CS4243_miniproj/captcha_img/test\nlha0-0.png,wwwpww
55,D:/CS4243_miniproj/captcha_img/test\pu7vl3o-0.png,wmmw7ww
56,D:/CS4243_miniproj/captcha_img/test\jwxt8dr-0.png,w6hiwwww
57,D:/CS4243_miniproj/captcha_img/test\982zt-0.png,w8www
58,D:/CS4243_miniproj/captcha_img/test\s8n5a5k-0.png,wm6wwmhm3w7
59,D:/CS4243_miniproj/captcha_img/test\nrr4ow4-0.png,ww7pw
60,D:/CS4243_miniproj/captcha_img/test\9vvf-0.png,wwww
61,D:/CS4243_miniproj/captcha_img/test\w8soc-0.png,m7www
62,D:/CS4243_miniproj/captcha_img/test\7yd13j-0.png,pwwww
63,D:/CS4243_miniproj/captcha_img/test\l3a98dq-0.png,ww3pmww
64,D:/CS4243_miniproj/captcha_img/test\05htm-0.png,wmwwww
65,D:/CS4243_miniproj/captcha_img/test\n3vat-0.png,pmppu
66,D:/CS4243_miniproj/captcha_img/test\ux72og-0.png,wwwuw
67,D:/CS4243_miniproj/captcha_img/test\iwna-0.png,wwwp
68,D:/CS4243_miniproj/captcha_img/test\5e8nthfj-0.png,iwwuwwww
69,D:/CS4243_miniproj/captcha_img/test\1u81r-0.png,wmw6w
70,D:/CS4243_miniproj/captcha_img/test\2yjiz-0.png,wppww
71,D:/CS4243_miniproj/captcha_img/test\8437vw2-0.png,wowwpmw
72,D:/CS4243_miniproj/captcha_img/test\yfqf-0.png,ww
73,D:/CS4243_miniproj/captcha_img/test\rwocs-0.png,ww7ww
74,D:/CS4243_miniproj/captcha_img/test\opscn23v-0.png,wxpwmpww
75,D:/CS4243_miniproj/captcha_img/test\inb7g-0.png,77mwwwm
76,D:/CS4243_miniproj/captcha_img/test\xlanpnt-0.png,wwww7ww
77,D:/CS4243_miniproj/captcha_img/test\qzzsn-0.png,wuwww
78,D:/CS4243_miniproj/captcha_img/test\9q8x5jar-0.png,mwpwwmpw
79,D:/CS4243_miniproj/captcha_img/test\hxtahp3-0.png,www657w
80,D:/CS4243_miniproj/captcha_img/test\32llr-0.png,wwwwp
81,D:/CS4243_miniproj/captcha_img/test\q0t18y-0.png,pmuwmp
82,D:/CS4243_miniproj/captcha_img/test\wnjl3z-0.png,wwwwmp
83,D:/CS4243_miniproj/captcha_img/test\60dmyc0q-0.png,wwwwwuwp
84,D:/CS4243_miniproj/captcha_img/test\r2yr2aj-0.png,wwm4pma
85,D:/CS4243_miniproj/captcha_img/test\kfizs5-0.png,wmwwwm
86,D:/CS4243_miniproj/captcha_img/test\857u-0.png,w
87,D:/CS4243_miniproj/captcha_img/test\gxlhdi-0.png,hwwpwi
88,D:/CS4243_miniproj/captcha_img/test\axiy-0.png,pwww
89,D:/CS4243_miniproj/captcha_img/test\g8jm5x5i-0.png,mpwpmwww
90,D:/CS4243_miniproj/captcha_img/test\whs8wa-0.png,www3pw
91,D:/CS4243_miniproj/captcha_img/test\vqf8-0.png,wwpp
92,D:/CS4243_miniproj/captcha_img/test\pc8y04n8-0.png,wpmwwwww
93,D:/CS4243_miniproj/captcha_img/test\e8diuj9-0.png,upw7mwwwm
94,D:/CS4243_miniproj/captcha_img/test\e00w1ndt-0.png,pwpmw4ww
95,D:/CS4243_miniproj/captcha_img/test\h50769iw-0.png,wmwwwwww
96,D:/CS4243_miniproj/captcha_img/test\f5e9-0.png,wmw7
97,D:/CS4243_miniproj/captcha_img/test\96wm-0.png,pwpw
98,D:/CS4243_miniproj/captcha_img/test\fygzfbbv-0.png,wwpwwwww
99,D:/CS4243_miniproj/captcha_img/test\pcvwi77-0.png,wwuwwmww
100,D:/CS4243_miniproj/captcha_img/test\2bjj1pos-0.png,wwmpmwmwmm
101,D:/CS4243_miniproj/captcha_img/test\z0b8tc-0.png,wpwwwww
102,D:/CS4243_miniproj/captcha_img/test\w0brzjyz-0.png,wwmwwwwww
103,D:/CS4243_miniproj/captcha_img/test\s6da-0.png,wmww
104,D:/CS4243_miniproj/captcha_img/test\kwjy5vpx-0.png,uwmownwww
105,D:/CS4243_miniproj/captcha_img/test\to0d56-0.png,wwwwww
106,D:/CS4243_miniproj/captcha_img/test\niup-0.png,wpwww
107,D:/CS4243_miniproj/captcha_img/test\pit0-0.png,mw3w
108,D:/CS4243_miniproj/captcha_img/test\vgzy-0.png,wwwm
109,D:/CS4243_miniproj/captcha_img/test\ui7l-0.png,woxw
110,D:/CS4243_miniproj/captcha_img/test\8gvjbeg-0.png,7wwpmwwm
111,D:/CS4243_miniproj/captcha_img/test\pfciu-0.png,wpwww
112,D:/CS4243_miniproj/captcha_img/test\j7fnt16-0.png,muwwnwp
113,D:/CS4243_miniproj/captcha_img/test\0wcz1w-0.png,pw7wwh
114,D:/CS4243_miniproj/captcha_img/test\quuhy-0.png,wmwuww
115,D:/CS4243_miniproj/captcha_img/test\o4qpp-0.png,wpwpm
116,D:/CS4243_miniproj/captcha_img/test\why8ub7r-0.png,wwwwmpww
117,D:/CS4243_miniproj/captcha_img/test\go2lwcm-0.png,8wwwmwwwowwwwpw
118,D:/CS4243_miniproj/captcha_img/test\7ro3nfy-0.png,wpmw
119,D:/CS4243_miniproj/captcha_img/test\3ltl6jon-0.png,wwww6opw
120,D:/CS4243_miniproj/captcha_img/test\mmr4-0.png,wwww
121,D:/CS4243_miniproj/captcha_img/test\v2j7k7ho-0.png,pwwwwwwwp
122,D:/CS4243_miniproj/captcha_img/test\m16cz-0.png,pwwww
123,D:/CS4243_miniproj/captcha_img/test\zjh8v-0.png,pwmpw
124,D:/CS4243_miniproj/captcha_img/test\89uxia-0.png,7wowwwm
125,D:/CS4243_miniproj/captcha_img/test\h6o7n-0.png,wwwh3
126,D:/CS4243_miniproj/captcha_img/test\y0jq-0.png,www
127,D:/CS4243_miniproj/captcha_img/test\lxwqkz2-0.png,wwwwnpw
128,D:/CS4243_miniproj/captcha_img/test\2vapwy-0.png,wwwwwu
129,D:/CS4243_miniproj/captcha_img/test\ji33vi-0.png,wpwwww
130,D:/CS4243_miniproj/captcha_img/test\ksdwylp5-0.png,wwmww7pm
131,D:/CS4243_miniproj/captcha_img/test\847n4v-0.png,wwwpww
132,D:/CS4243_miniproj/captcha_img/test\oav5mas-0.png,wmowmmw
133,D:/CS4243_miniproj/captcha_img/test\ux6fdl-0.png,whwwwp
134,D:/CS4243_miniproj/captcha_img/test\rpprfe-0.png,wwwwhw
135,D:/CS4243_miniproj/captcha_img/test\ew211-0.png,wwwww
136,D:/CS4243_miniproj/captcha_img/test\6rn1-0.png,wwww
137,D:/CS4243_miniproj/captcha_img/test\6xhz-0.png,owww
138,D:/CS4243_miniproj/captcha_img/test\scdn-0.png,pwwp
139,D:/CS4243_miniproj/captcha_img/test\13be3kf-0.png,wwwwwwopw
140,D:/CS4243_miniproj/captcha_img/test\nyqp5v-0.png,7wmwphww
141,D:/CS4243_miniproj/captcha_img/test\qxh5n-0.png,ww7w
142,D:/CS4243_miniproj/captcha_img/test\ws65i-0.png,wmpwm
143,D:/CS4243_miniproj/captcha_img/test\ug606s-0.png,wmpwwp
144,D:/CS4243_miniproj/captcha_img/test\jukljle-0.png,ohwpwwp
145,D:/CS4243_miniproj/captcha_img/test\w33ijj-0.png,mwwpwww
146,D:/CS4243_miniproj/captcha_img/test\1e1qxwyz-0.png,wwwwwmwwwwwww
147,D:/CS4243_miniproj/captcha_img/test\kko5271y-0.png,wwwmwww
148,D:/CS4243_miniproj/captcha_img/test\jh8lz-0.png,pmp8ww
149,D:/CS4243_miniproj/captcha_img/test\81jv-0.png,whnww
150,D:/CS4243_miniproj/captcha_img/test\zzs5bg-0.png,uwwwww
151,D:/CS4243_miniproj/captcha_img/test\ac0k2ac-0.png,wwwwww7
152,D:/CS4243_miniproj/captcha_img/test\t8nm319u-0.png,wwpwpwwp
153,D:/CS4243_miniproj/captcha_img/test\sxou94-0.png,pwwwww
154,D:/CS4243_miniproj/captcha_img/test\bms2xok-0.png,wpwwww7pwu
155,D:/CS4243_miniproj/captcha_img/test\bof0-0.png,pwww
156,D:/CS4243_miniproj/captcha_img/test\hvch2er7-0.png,mw7mwwwwwmw
157,D:/CS4243_miniproj/captcha_img/test\9kdflf-0.png,wowwww
158,D:/CS4243_miniproj/captcha_img/test\ky0syh-0.png,pwiwpp
159,D:/CS4243_miniproj/captcha_img/test\b9opk-0.png,p7mpo
160,D:/CS4243_miniproj/captcha_img/test\iuei9-0.png,wmwwomw
161,D:/CS4243_miniproj/captcha_img/test\q0uxb2-0.png,wpwwww
162,D:/CS4243_miniproj/captcha_img/test\cuygj9-0.png,ww6m7u
163,D:/CS4243_miniproj/captcha_img/test\8ej7j-0.png,mwhmwwo
164,D:/CS4243_miniproj/captcha_img/test\0i7uom-0.png,iwwwww
165,D:/CS4243_miniproj/captcha_img/test\hsb1tie-0.png,mwwup7ww
166,D:/CS4243_miniproj/captcha_img/test\5u5bn-0.png,ppw
167,D:/CS4243_miniproj/captcha_img/test\t9qaw8a5-0.png,wwwpwwww
168,D:/CS4243_miniproj/captcha_img/test\ibn9ph-0.png,wwiwwi
169,D:/CS4243_miniproj/captcha_img/test\i3hsnv-0.png,wwpw3w
170,D:/CS4243_miniproj/captcha_img/test\uhcn-0.png,wwumww
171,D:/CS4243_miniproj/captcha_img/test\tjm6otc0-0.png,wwwwwomww
172,D:/CS4243_miniproj/captcha_img/test\386h7-0.png,hwwww
173,D:/CS4243_miniproj/captcha_img/test\xzrf2-0.png,iwup
174,D:/CS4243_miniproj/captcha_img/test\oy02dd-0.png,7wmwmpw
175,D:/CS4243_miniproj/captcha_img/test\hb5fz-0.png,wmwwp
176,D:/CS4243_miniproj/captcha_img/test\gqyue2-0.png,womwww
177,D:/CS4243_miniproj/captcha_img/test\4bzcur8r-0.png,wpwwwwww
178,D:/CS4243_miniproj/captcha_img/test\5ew8rwby-0.png,pxmpwwpw
179,D:/CS4243_miniproj/captcha_img/test\f68xqiqk-0.png,7womwwpp
180,D:/CS4243_miniproj/captcha_img/test\sy8kfp-0.png,wppwww
181,D:/CS4243_miniproj/captcha_img/test\dsgzv-0.png,wmpwp
182,D:/CS4243_miniproj/captcha_img/test\pq2mc54n-0.png,pwp4wwpp
183,D:/CS4243_miniproj/captcha_img/test\pz5063uh-0.png,puuwwwww
184,D:/CS4243_miniproj/captcha_img/test\gatwbcv-0.png,wwwpwww
185,D:/CS4243_miniproj/captcha_img/test\mrmth-0.png,wwwww
186,D:/CS4243_miniproj/captcha_img/test\kfh76-0.png,wuuww
187,D:/CS4243_miniproj/captcha_img/test\slhq5bp-0.png,wuwwwm7
188,D:/CS4243_miniproj/captcha_img/test\k4vst-0.png,p3www
189,D:/CS4243_miniproj/captcha_img/test\m5cg7n-0.png,owmwup
190,D:/CS4243_miniproj/captcha_img/test\3v1p-0.png,wwhp
191,D:/CS4243_miniproj/captcha_img/test\jirj-0.png,omwwwu3
192,D:/CS4243_miniproj/captcha_img/test\1ctc5l-0.png,pwh
193,D:/CS4243_miniproj/captcha_img/test\l057d-0.png,w7wwm
194,D:/CS4243_miniproj/captcha_img/test\6s82khq-0.png,wwwwwww
195,D:/CS4243_miniproj/captcha_img/test\q2lcl1y-0.png,hwwwwww
196,D:/CS4243_miniproj/captcha_img/test\0nq0e-0.png,wwwpw
197,D:/CS4243_miniproj/captcha_img/test\7gdnfemv-0.png,w9mwwpw7
198,D:/CS4243_miniproj/captcha_img/test\4gbj3dq-0.png,w7m0uww7
199,D:/CS4243_miniproj/captcha_img/test\oz6u3-0.png,pwwww
200,D:/CS4243_miniproj/captcha_img/test\mz1f-0.png,mwww
201,D:/CS4243_miniproj/captcha_img/test\o4hmd0vy-0.png,www6wwww
202,D:/CS4243_miniproj/captcha_img/test\x46yxn7q-0.png,37wwwwpm
203,D:/CS4243_miniproj/captcha_img/test\93tlh-0.png,7wxu4m
204,D:/CS4243_miniproj/captcha_img/test\1c3bi3zm-0.png,wpwwwwwm
205,D:/CS4243_miniproj/captcha_img/test\6tp0xi-0.png,pwwwww
206,D:/CS4243_miniproj/captcha_img/test\yrrc-0.png,wwww
207,D:/CS4243_miniproj/captcha_img/test\66qv60-0.png,wmmmpw
208,D:/CS4243_miniproj/captcha_img/test\1mwa-0.png,mwww
209,D:/CS4243_miniproj/captcha_img/test\a3lb-0.png,wmww
210,D:/CS4243_miniproj/captcha_img/test\33yxl-0.png,wwwww
211,D:/CS4243_miniproj/captcha_img/test\xx8ncv-0.png,wuww
212,D:/CS4243_miniproj/captcha_img/test\zqdfto-0.png,mwwwww
213,D:/CS4243_miniproj/captcha_img/test\w1h7h3-0.png,wwwwmm
214,D:/CS4243_miniproj/captcha_img/test\pssgydfm-0.png,ppwppwm
215,D:/CS4243_miniproj/captcha_img/test\uby5m2a-0.png,wwmwhwn
216,D:/CS4243_miniproj/captcha_img/test\3vslm-0.png,www4w
217,D:/CS4243_miniproj/captcha_img/test\ilq9a-0.png,wwmwpw
218,D:/CS4243_miniproj/captcha_img/test\w6nxw1h-0.png,mpwwwww
219,D:/CS4243_miniproj/captcha_img/test\a6d6ejh-0.png,wwwmwwnw
220,D:/CS4243_miniproj/captcha_img/test\by0nq5-0.png,wpwuwmw
221,D:/CS4243_miniproj/captcha_img/test\gwbjep-0.png,7wwmpw
222,D:/CS4243_miniproj/captcha_img/test\dooeac1-0.png,pwhpmpw
223,D:/CS4243_miniproj/captcha_img/test\czffkx6k-0.png,wwppmmwm
224,D:/CS4243_miniproj/captcha_img/test\i3vv4b7-0.png,pmwwwwwmw
225,D:/CS4243_miniproj/captcha_img/test\0al4pl-0.png,wwwwuwhw
226,D:/CS4243_miniproj/captcha_img/test\80xo-0.png,puwm
227,D:/CS4243_miniproj/captcha_img/test\5ry4908-0.png,wmwwwm7
228,D:/CS4243_miniproj/captcha_img/test\0me2a-0.png,mwwww
229,D:/CS4243_miniproj/captcha_img/test\a0sp1ytr-0.png,ppwwwwwm
230,D:/CS4243_miniproj/captcha_img/test\hvk6-0.png,wmmp
231,D:/CS4243_miniproj/captcha_img/test\snmbq-0.png,wmmww
232,D:/CS4243_miniproj/captcha_img/test\qgdi29qt-0.png,pwmwwmpm
233,D:/CS4243_miniproj/captcha_img/test\7qbyo-0.png,wwwpwwwpww
234,D:/CS4243_miniproj/captcha_img/test\gjj6pj-0.png,w
235,D:/CS4243_miniproj/captcha_img/test\4lg11-0.png,wwwpm
236,D:/CS4243_miniproj/captcha_img/test\wa4k6-0.png,wwwuwm
237,D:/CS4243_miniproj/captcha_img/test\78l9-0.png,wwwp
238,D:/CS4243_miniproj/captcha_img/test\8w853lv-0.png,wow6hmw
239,D:/CS4243_miniproj/captcha_img/test\2qhqtv2-0.png,wwwwwhw
240,D:/CS4243_miniproj/captcha_img/test\2zkfhs1n-0.png,wwpw7www
241,D:/CS4243_miniproj/captcha_img/test\dhol0-0.png,wuxmww
242,D:/CS4243_miniproj/captcha_img/test\tyi9zcn-0.png,wwwwwwww
243,D:/CS4243_miniproj/captcha_img/test\ykhc0-0.png,mom7u
244,D:/CS4243_miniproj/captcha_img/test\797v-0.png,wwuww
245,D:/CS4243_miniproj/captcha_img/test\v4ua-0.png,ww8w
246,D:/CS4243_miniproj/captcha_img/test\08otejfi-0.png,wwpwp4ww
247,D:/CS4243_miniproj/captcha_img/test\2ybig03-0.png,pwpmwmpww
248,D:/CS4243_miniproj/captcha_img/test\rzq5bynz-0.png,mwp6wwwmw
249,D:/CS4243_miniproj/captcha_img/test\b4gvghd-0.png,wwwwmwp
250,D:/CS4243_miniproj/captcha_img/test\w8co-0.png,wwwp
251,D:/CS4243_miniproj/captcha_img/test\5unrn-0.png,mwm6m
252,D:/CS4243_miniproj/captcha_img/test\vjcod9-0.png,70ww8
253,D:/CS4243_miniproj/captcha_img/test\3sfzj-0.png,mpwwmh
254,D:/CS4243_miniproj/captcha_img/test\n7tp-0.png,mwww
255,D:/CS4243_miniproj/captcha_img/test\wnhjh-0.png,mpmuw
256,D:/CS4243_miniproj/captcha_img/test\acukt0vo-0.png,wwwwwwwww
257,D:/CS4243_miniproj/captcha_img/test\vcz077-0.png,wwwpwm
258,D:/CS4243_miniproj/captcha_img/test\irl9u9xz-0.png,7wwwmwpww
259,D:/CS4243_miniproj/captcha_img/test\9o9vjrf-0.png,mmwwwwwr
260,D:/CS4243_miniproj/captcha_img/test\2yjoie-0.png,wwwpww
261,D:/CS4243_miniproj/captcha_img/test\63xk-0.png,wmmw
262,D:/CS4243_miniproj/captcha_img/test\79ioqkt-0.png,3hwwwuww
263,D:/CS4243_miniproj/captcha_img/test\4esp-0.png,wwwww
264,D:/CS4243_miniproj/captcha_img/test\kvop4si-0.png,wp4pw4ww
265,D:/CS4243_miniproj/captcha_img/test\n9q3-0.png,wwhp
266,D:/CS4243_miniproj/captcha_img/test\aybws-0.png,puuwm
267,D:/CS4243_miniproj/captcha_img/test\ootptmf-0.png,wwuww
268,D:/CS4243_miniproj/captcha_img/test\jnla9fy4-0.png,wmwwwmpww
269,D:/CS4243_miniproj/captcha_img/test\7d02g-0.png,wuwmo
270,D:/CS4243_miniproj/captcha_img/test\stiep3-0.png,wwhwww
271,D:/CS4243_miniproj/captcha_img/test\905i4de-0.png,pmwww0wp
272,D:/CS4243_miniproj/captcha_img/test\kxvy5v-0.png,wwwwhw
273,D:/CS4243_miniproj/captcha_img/test\r1od-0.png,wwmh
274,D:/CS4243_miniproj/captcha_img/test\mubcp-0.png,uppw
275,D:/CS4243_miniproj/captcha_img/test\wff13mpg-0.png,p7www3ww
276,D:/CS4243_miniproj/captcha_img/test\uewr-0.png,whmw
277,D:/CS4243_miniproj/captcha_img/test\f1r4t-0.png,wwwww
278,D:/CS4243_miniproj/captcha_img/test\5ipve-0.png,www7w
279,D:/CS4243_miniproj/captcha_img/test\m4ztqk-0.png,www7wm
280,D:/CS4243_miniproj/captcha_img/test\c5ibod-0.png,7mwpmw
281,D:/CS4243_miniproj/captcha_img/test\4sotv-0.png,mpwww
282,D:/CS4243_miniproj/captcha_img/test\5gnom-0.png,mup7w
283,D:/CS4243_miniproj/captcha_img/test\io8w8-0.png,wwmmmp
284,D:/CS4243_miniproj/captcha_img/test\vhrnb-0.png,wwowww
285,D:/CS4243_miniproj/captcha_img/test\9a8w-0.png,9w8p
286,D:/CS4243_miniproj/captcha_img/test\z5k4-0.png,wwww
287,D:/CS4243_miniproj/captcha_img/test\awsb9x-0.png,wppmww
288,D:/CS4243_miniproj/captcha_img/test\6ud6o-0.png,pwwwu
289,D:/CS4243_miniproj/captcha_img/test\xg4n0dgq-0.png,iwmwpwww
290,D:/CS4243_miniproj/captcha_img/test\fazgm-0.png,wwwcw
291,D:/CS4243_miniproj/captcha_img/test\3fv5o-0.png,wwiww
292,D:/CS4243_miniproj/captcha_img/test\aotaaj-0.png,uwwpwww
293,D:/CS4243_miniproj/captcha_img/test\dlsvh5cr-0.png,wwwwwwwwww
294,D:/CS4243_miniproj/captcha_img/test\153tt0-0.png,w9ww
295,D:/CS4243_miniproj/captcha_img/test\989gqi-0.png,wwwwwwwwwwww
296,D:/CS4243_miniproj/captcha_img/test\1nyd-0.png,mwwm
297,D:/CS4243_miniproj/captcha_img/test\3ho9-0.png,wo7w
298,D:/CS4243_miniproj/captcha_img/test\f149-0.png,owww
299,D:/CS4243_miniproj/captcha_img/test\aettyxdl-0.png,w7uiwwww
300,D:/CS4243_miniproj/captcha_img/test\i9dhn60-0.png,wmwwwww
301,D:/CS4243_miniproj/captcha_img/test\aova-0.png,mwww
302,D:/CS4243_miniproj/captcha_img/test\m6mdx9lt-0.png,uwmw
303,D:/CS4243_miniproj/captcha_img/test\k430v-0.png,mmpwo
304,D:/CS4243_miniproj/captcha_img/test\4bsoa-0.png,wmwww
305,D:/CS4243_miniproj/captcha_img/test\p13ix-0.png,wwwwpww
306,D:/CS4243_miniproj/captcha_img/test\o707-0.png,wwww
307,D:/CS4243_miniproj/captcha_img/test\vr1n847a-0.png,wwpwmwwwp
308,D:/CS4243_miniproj/captcha_img/test\god2llyl-0.png,wpwwwww3ww
309,D:/CS4243_miniproj/captcha_img/test\n7xb-0.png,wpwm
310,D:/CS4243_miniproj/captcha_img/test\4dbe-0.png,wwpp
311,D:/CS4243_miniproj/captcha_img/test\z5bm2-0.png,wwwww
312,D:/CS4243_miniproj/captcha_img/test\iazoykf-0.png,pwwmwmww7p
313,D:/CS4243_miniproj/captcha_img/test\kfvj0f1-0.png,mu4wwww
314,D:/CS4243_miniproj/captcha_img/test\7zhp-0.png,wwmp
315,D:/CS4243_miniproj/captcha_img/test\wspku-0.png,p5oww
316,D:/CS4243_miniproj/captcha_img/test\dm6ocdl-0.png,wwpwwww
317,D:/CS4243_miniproj/captcha_img/test\na3ys44w-0.png,mppmwm6m
318,D:/CS4243_miniproj/captcha_img/test\hc8jk3-0.png,mxmww
319,D:/CS4243_miniproj/captcha_img/test\7i1o5e3-0.png,wwohwopw
320,D:/CS4243_miniproj/captcha_img/test\k0j12hf-0.png,pimwpwp
321,D:/CS4243_miniproj/captcha_img/test\bpqy-0.png,xwwm
322,D:/CS4243_miniproj/captcha_img/test\r3yn-0.png,wwww
323,D:/CS4243_miniproj/captcha_img/test\infph-0.png,wwwmw
324,D:/CS4243_miniproj/captcha_img/test\5oqszg-0.png,p7pwww
325,D:/CS4243_miniproj/captcha_img/test\kzsv-0.png,mwww
326,D:/CS4243_miniproj/captcha_img/test\inrjbf6-0.png,7wmwwww
327,D:/CS4243_miniproj/captcha_img/test\oeol-0.png,wpww
328,D:/CS4243_miniproj/captcha_img/test\w14ekvmu-0.png,wowuwwww
329,D:/CS4243_miniproj/captcha_img/test\nqz0os9h-0.png,wwwm7www
330,D:/CS4243_miniproj/captcha_img/test\qm8sdjay-0.png,wwwwwwwdww
331,D:/CS4243_miniproj/captcha_img/test\um2ncoly-0.png,wmwwumww
332,D:/CS4243_miniproj/captcha_img/test\kjlcndko-0.png,wmwwwwwp
333,D:/CS4243_miniproj/captcha_img/test\ahpho-0.png,pww8p
334,D:/CS4243_miniproj/captcha_img/test\eyq05-0.png,ww
335,D:/CS4243_miniproj/captcha_img/test\fgww-0.png,mpww
336,D:/CS4243_miniproj/captcha_img/test\upkljb-0.png,wwwmwwwww
337,D:/CS4243_miniproj/captcha_img/test\x5jeo-0.png,pwwpw
338,D:/CS4243_miniproj/captcha_img/test\ota71h92-0.png,wwwwwpw
339,D:/CS4243_miniproj/captcha_img/test\b3okru3-0.png,wwwmwww
340,D:/CS4243_miniproj/captcha_img/test\dj8w71-0.png,iwmwww
341,D:/CS4243_miniproj/captcha_img/test\5wqfn9sb-0.png,wpw
342,D:/CS4243_miniproj/captcha_img/test\mj357n-0.png,ww6mww
343,D:/CS4243_miniproj/captcha_img/test\hsnd7hq-0.png,mwwpwmh
344,D:/CS4243_miniproj/captcha_img/test\88do-0.png,wwpp
345,D:/CS4243_miniproj/captcha_img/test\3y9sdh-0.png,wwwmww
346,D:/CS4243_miniproj/captcha_img/test\jwdpa-0.png,wwwpwm
347,D:/CS4243_miniproj/captcha_img/test\ab3t-0.png,wwmw
348,D:/CS4243_miniproj/captcha_img/test\ws6w-0.png,wwwmw6
349,D:/CS4243_miniproj/captcha_img/test\8954-0.png,wwww
350,D:/CS4243_miniproj/captcha_img/test\lgk7dl-0.png,wwwwww
351,D:/CS4243_miniproj/captcha_img/test\m52xx5-0.png,wwh6ww
352,D:/CS4243_miniproj/captcha_img/test\p45r8m7-0.png,wppwwww
353,D:/CS4243_miniproj/captcha_img/test\q71wa-0.png,wpwwp
